,Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received,Gls 90,Ast 90,G+A 90,G-PK 90,G+A-PK,xG 90,xAG 90,xG+xAG,npxG 90,npxG+xAG 90,Matches,A-xAG,Crosses into Penalty Area,Key Passes,Long Passes Attempted,Long Passes Completed,Long Passes Success %,Medium Passes Attempted,Medium Passes Completed,Medium Passes Success %,Passes into Final Third,Passes into Penalty Area,Progressive Passing Distance,Short Passes Attenpted,Short Passes Completed,Short Passes Success %,Total Passes Attempted,Total Passes Completed,Total Passes Success %,Total Passing Distance,xA,Corner Kick Outward,Corner Kick Straight,Corner Kicks,Corner Kicks Inward,Crosses,Dead-ball Passes,Free Kicks Passes,Live-ball Passes,Passes Blocked by Opponent,Passes Completed,Passes Offside,Switches,Through Balls,Throw Ins,% Dribblers Tackled,Challenges Lost,Clearances,Defensive Errors,Dribblers Tackled,Dribbles Challenged,Interceptions,Passes Blocked,Shots Blocked,Tackles,Tackles Att 3rd,Tackles Def 3rd,Tackles Mid 3rd,Tackles Won,Tackles+Interceptions,Total Blocks
485,468,Armando Méndez,uy URU,DF,Newell's OB,28-028,1996,14,14,1203,13.4,0,2,2,0,0,0,3,0,0.3,0.3,1.6,1.9,76,44,65,0.00,0.15,0.15,0.00,0.15,0.02,0.12,0.15,0.02,0.15,Matches,+0.4,9,10,51,25,49.0,182,124,68.1,40,11,2265,240,215,89.6,505,377,74.7,5698,1.6,0,0,0,0,44,120,7,384,12,377,1,1,0,113,63.3,11,26,0,19,30,12,24,4,28,0,15,13,19,40,28
486,469,José Méndez,ar ARG,"MF,FW",Deportivo Riestra,31-031,1993,6,0,205,2.3,0,2,2,0,0,0,2,0,0.5,0.5,1.1,1.6,8,8,18,0.00,0.88,0.88,0.00,0.88,0.23,0.47,0.69,0.23,0.69,Matches,+0.9,3,7,14,5,35.7,21,14,66.7,2,8,260,23,19,82.6,62,40,64.5,683,0.7,2,0,2,0,8,5,1,57,2,40,0,0,0,2,60.0,2,2,0,3,5,1,2,0,5,1,2,2,3,6,2
487,470,Mauro Méndez,uy URU,"FW,MF",Estudiantes,25-102,1999,9,5,428,4.8,3,1,4,3,0,0,1,0,2.9,2.9,0.4,3.3,4,8,31,0.63,0.21,0.84,0.63,0.84,0.61,0.08,0.70,0.61,0.70,Matches,+0.6,0,5,3,3,100.0,30,29,96.7,5,2,145,33,30,90.9,79,67,84.8,1017,0.3,0,0,0,0,3,13,1,66,3,67,0,1,0,6,66.7,1,1,0,2,3,0,1,0,4,0,2,2,4,4,1
488,471,Miguel Merentiel,uy URU,FW,Boca Juniors,28-064,1996,14,11,1013,11.3,4,1,5,4,0,0,1,0,5.5,5.5,2.1,7.6,17,25,73,0.36,0.09,0.44,0.36,0.44,0.49,0.18,0.67,0.49,0.67,Matches,-1.1,2,16,13,9,69.2,60,42,70.0,8,10,488,107,81,75.7,226,159,70.4,2066,1.4,0,0,0,0,11,7,0,217,5,159,2,1,3,0,25.0,6,5,0,2,8,2,9,1,5,1,0,4,2,7,10
489,472,Nicolás Meriano,ar ARG,DF,Belgrano,23-171,2000,13,12,1034,11.5,1,0,1,1,0,0,4,0,0.2,0.2,0.3,0.5,3,34,3,0.09,0.00,0.09,0.09,0.09,0.02,0.03,0.04,0.02,0.04,Matches,-0.3,2,5,109,61,56.0,264,219,83.0,26,2,3848,132,112,84.8,529,398,75.2,8340,0.2,0,0,0,0,2,47,10,482,13,398,0,3,0,36,48.1,14,54,0,13,27,11,8,4,26,0,16,10,14,37,12
490,473,Eric Meza,ar ARG,DF,Estudiantes,25-020,1999,9,7,495,5.5,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.2,16,21,61,0.00,0.18,0.18,0.00,0.18,0.05,0.17,0.22,0.05,0.22,Matches,0.0,4,10,62,26,41.9,144,107,74.3,14,8,1424,124,114,91.9,353,252,71.4,4409,1.0,0,0,0,0,31,65,0,287,12,252,1,5,0,65,54.5,5,11,0,6,11,5,4,1,14,0,9,5,10,19,5
491,474,Fernando Meza,ar ARG,DF,Argentinos Jun,34-038,1990,10,7,605,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,1,24,12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,-0.2,1,4,41,16,39.0,133,103,77.4,13,3,1779,136,114,83.8,327,238,72.8,3972,0.3,0,0,0,0,7,73,6,254,6,238,0,2,0,65,66.7,2,19,0,4,6,4,4,2,8,2,4,2,4,12,6
492,475,Matko Miljevic,us USA,"MF,FW",Newell's OB,22-355,2001,4,0,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,4,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,0.0,0,0,6,4,66.7,7,5,71.4,1,0,88,10,8,80.0,24,17,70.8,307,0.0,0,0,0,0,5,5,4,19,0,17,0,0,0,1,40.0,3,0,0,2,5,1,1,1,3,2,1,0,2,4,2
493,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
494,476,Federico Milo,ar ARG,DF,Gimnasia ELP,32-109,1992,10,4,428,4.8,0,2,2,0,0,0,1,0,0.2,0.2,0.9,1.1,12,14,18,0.00,0.42,0.42,0.00,0.42,0.04,0.20,0.24,0.04,0.24,Matches,+1.1,2,7,28,8,28.6,97,61,62.9,7,4,1258,92,72,78.3,227,144,63.4,2286,0.6,4,0,4,0,22,64,4,163,6,144,0,0,0,56,70.0,3,15,0,7,10,10,2,3,12,3,4,5,10,22,5
495,477,Dardo Miloc,ar ARG,"MF,DF",CC Córdoba,33-195,1990,12,12,1035,11.5,1,0,1,1,0,0,3,0,0.3,0.3,0.2,0.6,2,31,2,0.09,0.00,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Matches,-0.2,0,4,68,44,64.7,238,205,86.1,23,1,2685,171,141,82.5,494,393,79.6,7537,0.1,0,0,0,0,0,22,18,470,8,393,2,4,0,0,52.0,12,18,0,13,25,28,11,7,25,2,13,10,14,53,18
496,478,Delfor Minervino,ar ARG,DF,Deportivo Riestra,28-018,1996,6,4,346,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,4,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,0.0,0,1,34,10,29.4,35,22,62.9,4,1,645,19,15,78.9,97,47,48.5,1018,0.0,0,0,0,0,2,39,0,58,8,47,0,0,0,39,56.3,7,28,0,9,16,3,3,1,14,1,10,3,9,17,4
497,479,Pablo Minissale,ar ARG,DF,CC Córdoba,23-106,2001,10,9,813,9.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,29,3,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches,-0.2,0,1,94,45,47.9,172,140,81.4,23,3,2880,94,85,90.4,370,274,74.1,5962,0.6,0,0,0,0,2,32,12,338,3,274,0,4,0,13,55.0,9,31,1,11,20,7,10,5,20,0,17,3,14,27,15
498,480,Mariano Miño,ar ARG,MF,Belgrano,30-031,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,1,0,1,1,100.0,6,4,66.7,2,1,70,6,5,83.3,14,11,78.6,164,0.0,0,0,0,0,1,0,0,14,0,11,0,0,0,0,50.0,3,0,0,3,6,0,1,0,3,0,2,1,1,3,1
499,481,Leonel Miranda,ar ARG,MF,Racing Club,30-112,1994,10,3,370,4.1,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.6,0,28,9,0.00,0.24,0.24,0.00,0.24,0.09,0.06,0.14,0.09,0.14,Matches,+0.8,0,3,20,17,85.0,98,85,86.7,20,4,1112,130,112,86.2,267,223,83.5,3605,0.4,0,0,2,0,3,11,5,256,6,223,0,0,1,3,55.6,4,4,0,5,9,2,3,1,11,2,2,7,6,13,4
500,482,Matías Miranda,ar ARG,MF,Gimnasia ELP,23-359,2000,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,6,0,0.00,0.00,0.00,0.00,0.00,0.20,0.17,0.37,0.20,0.37,Matches,0.0,0,1,1,0,0.0,7,4,57.1,3,0,74,7,5,71.4,16,9,56.3,119,0.0,0,0,0,0,0,1,1,15,1,9,0,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
501,483,Agustín Módica,ar ARG,"FW,DF",Rosario Cent,21-107,2003,4,0,42,0.5,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0,1,4,0.00,0.00,0.00,0.00,0.00,1.13,0.00,1.13,1.13,1.13,Matches,0.0,0,0,0,0,,1,0,0.0,1,0,14,6,3,50.0,8,3,37.5,32,0.0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,66.7,1,1,0,2,3,0,0,0,3,1,1,1,2,3,0
502,484,Agustín Molina,ar ARG,"MF,FW",Sarmiento,17-294,2006,6,0,97,1.1,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,3,1,11,0.93,0.00,0.93,0.93,0.93,0.13,0.12,0.26,0.13,0.26,Matches,-0.1,1,2,0,0,,6,4,66.7,1,2,28,7,5,71.4,15,9,60.0,135,0.2,0,0,0,0,2,0,0,15,2,9,0,0,1,0,33.3,2,0,0,1,3,1,0,0,2,2,0,0,2,3,0
503,485,Tomás Molina,ar ARG,FW,CC Córdoba,29-016,1995,12,11,859,9.5,2,1,3,2,0,0,1,0,2.0,2.0,0.4,2.4,15,12,58,0.21,0.10,0.31,0.21,0.31,0.20,0.05,0.25,0.20,0.25,Matches,+0.6,1,4,15,9,60.0,53,34,64.2,9,2,243,98,68,69.4,194,116,59.8,1729,0.4,0,0,0,0,8,25,1,166,10,116,3,3,1,4,30.0,7,5,0,3,10,0,6,0,8,2,0,6,5,8,6
504,486,Tomás Molina,ar ARG,FW,Talleres,29-016,1995,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,3,1,33.3,0,0,0,1,0,0.0,5,1,20.0,26,0.0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,100.0,0,1,0,1,1,0,0,0,2,0,0,2,2,2,0
505,487,Manuel Mónaco,,MF,Sarmiento,,,12,7,639,7.1,0,1,1,0,0,0,2,0,,,,,,,,0.00,0.14,0.14,0.00,0.14,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,3,,,,,,,5,,
506,488,Fernando Monetti,ar ARG,GK,Sarmiento,35-067,1989,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,251,100,39.8,99,97,98.0,9,0,5921,31,31,100.0,381,228,59.8,7545,0.0,0,0,0,0,0,165,34,216,0,228,0,0,0,0,,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0
507,489,Pablo Monje,ar ARG,MF,Deportivo Riestra,27-082,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,1,1,100.0,2,1,50.0,0,0,11,4,3,75.0,9,5,55.6,80,0.0,0,0,0,0,0,0,0,9,2,5,0,0,0,0,,0,1,0,0,0,2,0,1,0,0,0,0,0,2,1
508,490,Mariano Monllor,ar ARG,GK,Independiente Rivadavia,35-060,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,64,27,42.2,16,14,87.5,3,0,1409,7,7,100.0,88,48,54.5,1748,0.0,0,0,0,0,0,34,11,54,1,48,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
509,491,Lisandro Montenegro,ar ARG,"MF,DF",Platense,21-032,2003,8,3,365,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,10,14,15,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19,Matches,-0.4,0,3,21,4,19.0,34,26,76.5,15,0,468,55,37,67.3,128,68,53.1,1115,0.5,2,0,2,0,11,6,0,119,11,68,3,2,0,4,41.7,7,5,0,5,12,2,0,0,13,1,2,10,9,15,0
510,492,Marcos Montiel,uy URU,MF,Godoy Cruz,28-291,1995,5,3,243,2.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.8,2,7,10,0.00,0.00,0.00,0.00,0.00,0.28,0.03,0.31,0.28,0.31,Matches,-0.1,0,1,10,7,70.0,24,19,79.2,6,0,340,29,23,79.3,67,50,74.6,884,0.0,0,0,0,0,3,4,2,63,3,50,0,0,0,2,28.6,5,7,0,2,7,1,2,0,4,0,2,2,3,5,2
511,493,Santiago Montiel,ar ARG,"MF,FW",Argentinos Jun,23-158,2000,10,1,288,3.2,2,0,2,2,0,0,2,0,0.8,0.8,0.3,1.1,17,4,15,0.62,0.00,0.62,0.62,0.62,0.24,0.09,0.33,0.24,0.33,Matches,-0.3,0,5,9,3,33.3,26,19,73.1,6,1,224,47,38,80.9,96,64,66.7,883,0.1,1,0,5,2,7,7,2,89,6,64,0,0,0,0,38.5,8,3,1,5,13,2,6,0,10,0,4,6,4,12,6
512,494,Álvaro Montoro,ar ARG,"FW,MF",Vélez Sarsfield,17-011,2007,6,0,91,1.0,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,7,7,14,0.00,0.99,0.99,0.00,0.99,0.12,0.30,0.42,0.12,0.42,Matches,+0.7,0,3,3,0,0.0,15,11,73.3,5,2,154,17,16,94.1,40,30,75.0,420,0.5,1,0,2,0,5,2,0,38,2,30,0,0,0,0,0.0,2,0,0,0,2,2,2,0,1,0,1,0,1,3,2
513,495,Lautaro Montoya,ar ARG,DF,CC Córdoba,29-204,1994,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,0.0,0,1,11,4,36.4,17,10,58.8,1,0,174,17,11,64.7,47,26,55.3,500,0.0,0,0,0,0,2,11,1,36,1,26,0,0,0,10,66.7,1,2,0,2,3,3,1,0,3,0,1,2,3,6,1
514,496,Walter Montoya,ar ARG,MF,CC Córdoba,30-282,1993,10,3,305,3.4,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,5,19,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches,-0.1,0,3,34,19,55.9,64,51,79.7,17,0,690,57,51,89.5,162,125,77.2,2415,0.2,6,0,8,1,11,20,11,142,3,125,0,3,0,1,0.0,9,3,0,0,9,6,1,0,5,0,4,1,2,11,1
515,497,Florián Monzón,ar ARG,"FW,MF",CC Córdoba,23-116,2001,13,11,961,10.7,2,0,2,2,0,0,2,0,1.4,1.4,1.0,2.4,7,24,56,0.19,0.00,0.19,0.19,0.19,0.13,0.09,0.22,0.13,0.22,Matches,-1.0,1,13,20,12,60.0,63,37,58.7,18,6,544,123,85,69.1,245,146,59.6,2132,1.3,0,0,0,0,7,12,1,233,16,146,0,2,1,2,28.6,5,20,0,2,7,5,11,0,13,3,0,10,12,18,11
516,498,Agustín Morales,ar ARG,"MF,DF",CC Córdoba,25-074,1999,3,2,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,2,2,100.0,8,4,50.0,2,0,123,7,5,71.4,17,11,64.7,192,0.0,0,0,0,0,2,2,0,15,0,11,0,0,0,2,25.0,3,2,0,1,4,0,1,0,1,0,1,0,1,1,1
517,499,Iván Morales Bravo,cl CHI,FW,Sarmiento,24-274,1999,8,8,594,6.6,0,1,1,0,0,0,1,0,1.1,1.1,0.7,1.8,8,9,40,0.00,0.15,0.15,0.00,0.15,0.17,0.11,0.28,0.17,0.28,Matches,+0.3,0,4,8,5,62.5,24,20,83.3,3,1,168,51,42,82.4,100,73,73.0,1014,0.9,0,0,0,0,4,11,1,88,9,73,1,1,1,0,20.0,4,3,0,1,5,0,1,1,3,1,0,2,1,3,2
518,500,Javier Morales,ar ARG,FW,CA Unión,21-055,2003,9,5,354,3.9,1,0,1,1,0,0,0,0,1.4,1.4,0.1,1.5,6,8,16,0.25,0.00,0.25,0.25,0.25,0.35,0.02,0.37,0.35,0.37,Matches,-0.1,0,1,4,2,50.0,15,13,86.7,3,2,135,23,15,65.2,51,31,60.8,493,0.1,0,0,0,0,3,9,0,42,5,31,0,0,0,0,,0,5,0,0,0,0,0,1,1,1,0,0,1,1,1
519,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
520,501,Lautaro Morales,ar ARG,GK,Talleres,24-134,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,17,11,64.7,14,14,100.0,1,0,532,2,2,100.0,33,27,81.8,802,0.0,0,0,0,0,0,6,1,27,0,27,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,502,Leonardo Morales,ar ARG,DF,Gimnasia ELP,33-017,1991,12,12,1020,11.3,1,1,2,1,0,0,4,0,0.5,0.5,0.4,0.9,5,36,2,0.09,0.09,0.18,0.09,0.18,0.04,0.04,0.08,0.04,0.08,Matches,+0.6,0,5,82,43,52.4,143,113,79.0,22,3,2727,96,72,75.0,333,231,69.4,5009,0.2,0,0,0,0,3,16,15,316,1,231,1,3,0,1,52.6,9,60,1,10,19,13,5,8,15,0,12,3,9,28,13
522,503,Federico Moreno,ar ARG,"MF,FW",Independiente Rivadavia,21-012,2003,2,0,25,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.21,0.21,0.21,Matches,0.0,0,0,0,0,,2,2,100.0,0,0,29,2,2,100.0,4,4,100.0,73,0.0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
523,504,Marcelino Moreno,ar ARG,"MF,FW",Lanús,29-308,1994,14,14,1133,12.6,4,1,5,4,0,0,1,0,4.0,4.0,3.0,7.0,51,42,86,0.32,0.08,0.40,0.32,0.40,0.32,0.24,0.56,0.32,0.56,Matches,-2.0,8,36,69,33,47.8,118,95,80.5,31,21,1653,180,161,89.4,406,301,74.1,4771,2.3,19,0,39,16,74,88,15,315,16,301,3,2,0,25,56.3,7,2,0,9,16,7,7,2,20,5,8,7,12,27,9
524,505,Matias Moreno,ar ARG,DF,Belgrano,20-217,2003,12,12,1080,12.0,0,1,1,0,0,0,3,0,1.1,1.1,1.2,2.3,5,30,3,0.00,0.08,0.08,0.00,0.08,0.09,0.10,0.19,0.09,0.19,Matches,-0.2,0,2,97,58,59.8,213,191,89.7,18,1,3261,130,113,86.9,457,369,80.7,7518,0.1,0,0,0,0,1,20,15,436,6,369,1,2,0,0,57.9,8,69,1,11,19,22,9,10,25,1,16,8,16,47,19
525,506,Valentín Moreno,ar ARG,DF,Tigre,21-069,2003,2,2,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,0.0,0,0,8,2,25.0,25,21,84.0,2,0,346,32,26,81.3,70,53,75.7,789,0.0,0,0,0,0,1,16,1,53,1,53,1,0,0,15,60.0,2,6,0,3,5,0,1,0,4,0,2,2,1,4,1
526,507,Stéfano Moreyra,ar ARG,MF,Instituto,22-222,2001,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,9,9,100.0,3,0,95,6,5,83.3,16,14,87.5,231,0.0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
527,508,Nicolás Morgantini,ar ARG,DF,Lanús,29-230,1994,4,1,121,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,0.0,1,1,14,2,14.3,14,9,64.3,1,1,226,20,18,90.0,49,29,59.2,465,0.0,0,0,0,0,7,9,0,40,1,29,0,0,0,9,33.3,2,5,0,1,3,1,0,0,4,0,4,0,4,5,0
528,509,Joaquín Mosqueira,ar ARG,MF,CA Unión,19-179,2004,12,11,957,10.6,2,0,2,2,0,0,5,0,,,,,,,,0.19,0.00,0.19,0.19,0.19,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,13,,,,,,,17,,
529,510,Franco Moyano,ar ARG,MF,Argentinos Jun,26-228,1997,12,10,916,10.2,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,10,45,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,-0.1,1,3,69,55,79.7,233,218,93.6,50,2,2798,262,232,88.5,590,517,87.6,9050,0.2,0,0,0,0,3,36,36,553,7,517,1,4,0,0,41.2,10,18,0,7,17,12,10,2,13,0,9,4,7,25,12
530,511,Sebastián Moyano,ar ARG,GK,Barracas Central,33-246,1990,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,1,263,131,49.8,141,141,100.0,7,0,8067,39,39,100.0,446,312,70.0,10187,0.0,0,0,0,0,0,218,42,228,1,312,0,1,0,0,0.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0
531,512,Ezequiel Muñoz,ar ARG,DF,Lanús,33-203,1990,9,9,810,9.0,1,1,2,1,0,0,1,0,0.0,0.0,0.8,0.8,1,10,1,0.11,0.11,0.22,0.11,0.22,0.00,0.08,0.09,0.00,0.09,Matches,+0.2,0,1,36,22,61.1,134,120,89.6,5,0,1572,93,82,88.2,273,228,83.5,4279,0.4,0,0,0,0,0,10,9,263,4,228,0,0,0,0,60.0,4,53,0,6,10,15,5,10,17,0,13,4,9,32,15
532,513,Facundo Mura,ar ARG,"DF,MF",Racing Club,25-036,1999,10,7,692,7.7,2,2,4,2,0,0,1,0,0.4,0.4,1.2,1.6,11,21,33,0.26,0.26,0.52,0.26,0.52,0.06,0.16,0.22,0.05,0.21,Matches,+0.8,7,8,48,19,39.6,113,81,71.7,20,10,1466,123,104,84.6,298,207,69.5,3602,1.3,0,0,0,0,25,46,0,252,7,207,0,1,1,46,53.8,6,21,0,7,13,3,4,4,9,0,6,3,5,12,8
533,514,Yaison Murillo,co COL,DF,Deportivo Riestra,30-165,1993,2,2,168,1.9,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,,,,,,,0,,
534,515,Antonio Napolitano,ar ARG,MF,Independiente Rivadavia,25-072,1999,8,7,457,5.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,8,31,9,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14,Matches,-0.5,1,7,16,8,50.0,80,70,87.5,29,3,949,102,84,82.4,217,167,77.0,2701,0.2,0,0,0,0,4,6,3,211,8,167,0,2,0,0,26.3,14,1,0,5,19,7,9,0,18,3,7,8,11,25,9
535,516,Gian Nardelli,ar ARG,DF,Tigre,24-048,2000,12,12,1055,11.7,1,0,1,0,1,1,2,1,1.0,0.2,0.5,0.7,6,26,3,0.09,0.00,0.09,0.00,0.00,0.08,0.04,0.13,0.02,0.06,Matches,-0.5,1,2,127,77,60.6,263,240,91.3,21,1,4094,145,125,86.2,552,449,81.3,9415,0.1,0,0,0,0,5,17,15,534,5,449,1,9,0,1,75.0,5,60,1,15,20,17,12,7,19,0,14,5,12,36,19
536,517,Juan Nardoni,ar ARG,"MF,DF",Racing Club,21-289,2002,5,1,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,3,7,13,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches,-0.2,1,3,15,8,53.3,40,35,87.5,6,1,533,51,40,78.4,117,86,73.5,1474,0.3,0,0,0,0,2,8,1,108,6,86,1,1,1,7,33.3,2,2,0,1,3,2,1,1,5,1,3,1,3,7,2
537,518,Miguel Navarro,ve VEN,DF,Talleres,25-062,1999,10,9,763,8.5,0,1,1,0,0,0,3,1,0.1,0.1,1.0,1.1,5,36,37,0.00,0.12,0.12,0.00,0.12,0.01,0.12,0.13,0.01,0.13,Matches,0.0,2,9,52,26,50.0,153,118,77.1,27,3,2093,152,141,92.8,366,285,77.9,5056,0.6,0,0,0,0,15,54,6,309,4,285,3,0,0,48,63.6,4,29,0,7,11,11,2,3,12,2,5,5,6,23,5
538,519,Ezequiel Naya,ar ARG,FW,Estudiantes,22-268,2001,5,0,99,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,1,7,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches,0.0,0,0,5,3,60.0,9,8,88.9,0,1,13,10,7,70.0,30,19,63.3,300,0.0,0,0,0,0,1,3,0,27,4,19,0,0,0,0,100.0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1
